"Notes"	"Disease"	"Disease Code"	"Year"	"Year Code"	"Regions/States"	"Regions/States Code"	Case Count	Population for Published Rate	Published Rate
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"South Carolina"	"45"	0	5148714	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Virginia"	"51"	1	8535519	0.01
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"West Virginia"	"54"	0	1792147	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"East South Central"	"REGION6"	1	19176181	0.01
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Alabama"	"01"	1	4903185	0.02
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Kentucky"	"21"	0	4467673	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Mississippi"	"28"	0	2976149	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Tennessee"	"47"	0	6829174	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"West South Central"	"REGION7"	6	40619450	0.01
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Arkansas"	"05"	1	3017804	0.03
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Louisiana"	"22"	0	4648794	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Oklahoma"	"40"	0	3956971	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Texas"	"48"	5	28995881	0.02
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Mountain"	"REGION8"	4	24854998	0.02
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Arizona"	"04"	1	7278717	0.01
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Colorado"	"08"	1	5758736	0.02
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Idaho"	"16"	0	1787065	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Montana"	"30"	1	1068778	0.09
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Nevada"	"32"	0	3080156	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"New Mexico"	"35"	0	2096829	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Utah"	"49"	1	3205958	0.03
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Wyoming"	"56"	0	578759	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Pacific"	"REGION9"	1	53492270	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Alaska"	"02"	0	731545	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"California"	"06"	0	39512223	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Hawaii"	"15"	0	1415872	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Oregon"	"41"	1	4217737	0.02
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Washington"	"53"	0	7614893	0.00
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Territories"	"REGION10"	0	Not Available	Not Applicable
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"American Samoa"	"60"	0	Not Available	Not Applicable
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Commonwealth of Northern Mariana Islands"	"69"	0	Not Available	Not Applicable
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Guam"	"66"	0	Not Available	Not Applicable
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"Puerto Rico"	"72"	0	Not Available	Not Applicable
	"Meningococcal disease, Serogroup B"	"10152"	"2019"	"2019"	"U.S. Virgin Islands"	"78"	0	Not Available	Not Applicable
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"United States"	"U.S."	24	328239523	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"New England"	"REGION1"	4	14845063	0.03
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Connecticut"	"09"	0	3565287	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Maine"	"23"	2	1344212	0.15
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Massachusetts"	"25"	0	6892503	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"New Hampshire"	"33"	0	1359711	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Rhode Island"	"44"	2	1059361	0.19
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Vermont"	"50"	0	623989	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Middle Atlantic"	"REGION2"	1	41137740	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"New Jersey"	"34"	0	8882190	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"New York (excluding New York City)"	"36888"	1	11116744	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"New York City"	"75772"	0	8336817	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Pennsylvania"	"42"	0	12801989	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"East North Central"	"REGION3"	6	46902431	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Illinois"	"17"	5	12671821	0.04
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Indiana"	"18"	1	6732219	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Michigan"	"26"	0	9986857	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Ohio"	"39"	0	11689100	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Wisconsin"	"55"	0	5822434	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"West North Central"	"REGION4"	2	21426573	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Iowa"	"19"	1	3155070	0.03
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Kansas"	"20"	0	2913314	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Minnesota"	"27"	0	5639632	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Missouri"	"29"	0	6137428	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Nebraska"	"31"	1	1934408	0.05
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"North Dakota"	"38"	0	762062	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"South Dakota"	"46"	0	884659	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"South Atlantic"	"REGION5"	2	65784817	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Delaware"	"10"	0	973764	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"District of Columbia"	"11"	0	705749	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Florida"	"12"	0	21477737	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Georgia"	"13"	0	10617423	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Maryland"	"24"	1	6045680	0.02
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"North Carolina"	"37"	0	10488084	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"South Carolina"	"45"	0	5148714	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Virginia"	"51"	1	8535519	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"West Virginia"	"54"	0	1792147	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"East South Central"	"REGION6"	1	19176181	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Alabama"	"01"	0	4903185	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Kentucky"	"21"	0	4467673	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Mississippi"	"28"	0	2976149	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Tennessee"	"47"	1	6829174	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"West South Central"	"REGION7"	6	40619450	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Arkansas"	"05"	1	3017804	0.03
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Louisiana"	"22"	0	4648794	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Oklahoma"	"40"	0	3956971	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Texas"	"48"	5	28995881	0.02
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Mountain"	"REGION8"	2	24854998	0.01
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Arizona"	"04"	0	7278717	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Colorado"	"08"	0	5758736	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Idaho"	"16"	2	1787065	0.11
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Montana"	"30"	0	1068778	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Nevada"	"32"	0	3080156	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"New Mexico"	"35"	0	2096829	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Utah"	"49"	0	3205958	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Wyoming"	"56"	0	578759	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Pacific"	"REGION9"	0	53492270	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Alaska"	"02"	0	731545	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"California"	"06"	0	39512223	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Hawaii"	"15"	0	1415872	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Oregon"	"41"	0	4217737	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Washington"	"53"	0	7614893	0.00
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Territories"	"REGION10"	0	Not Available	Not Applicable
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"American Samoa"	"60"	0	Not Available	Not Applicable
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Commonwealth of Northern Mariana Islands"	"69"	0	Not Available	Not Applicable
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Guam"	"66"	0	Not Available	Not Applicable
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"Puerto Rico"	"72"	0	Not Available	Not Applicable
	"Meningococcal disease, Other serogroups"	"10153"	"2019"	"2019"	"U.S. Virgin Islands"	"78"	0	Not Available	Not Applicable
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"United States"	"U.S."	148	328239523	0.05
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"New England"	"REGION1"	4	14845063	0.03
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Connecticut"	"09"	0	3565287	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Maine"	"23"	0	1344212	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Massachusetts"	"25"	4	6892503	0.06
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"New Hampshire"	"33"	0	1359711	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Rhode Island"	"44"	0	1059361	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Vermont"	"50"	0	623989	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Middle Atlantic"	"REGION2"	24	41137740	0.06
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"New Jersey"	"34"	9	8882190	0.10
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"New York (excluding New York City)"	"36888"	0	11116744	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"New York City"	"75772"	0	8336817	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Pennsylvania"	"42"	15	12801989	0.12
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"East North Central"	"REGION3"	1	46902431	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Illinois"	"17"	0	12671821	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Indiana"	"18"	0	6732219	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Michigan"	"26"	0	9986857	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Ohio"	"39"	1	11689100	0.01
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Wisconsin"	"55"	0	5822434	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"West North Central"	"REGION4"	25	21426573	0.12
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Iowa"	"19"	3	3155070	0.10
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Kansas"	"20"	5	2913314	0.17
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Minnesota"	"27"	4	5639632	0.07
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Missouri"	"29"	13	6137428	0.21
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Nebraska"	"31"	0	1934408	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"North Dakota"	"38"	0	762062	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"South Dakota"	"46"	0	884659	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"South Atlantic"	"REGION5"	20	65784817	0.03
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Delaware"	"10"	0	973764	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"District of Columbia"	"11"	3	705749	0.43
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Florida"	"12"	5	21477737	0.02
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Georgia"	"13"	5	10617423	0.05
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Maryland"	"24"	0	6045680	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"North Carolina"	"37"	2	10488084	0.02
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"South Carolina"	"45"	2	5148714	0.04
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Virginia"	"51"	3	8535519	0.04
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"West Virginia"	"54"	0	1792147	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"East South Central"	"REGION6"	11	19176181	0.06
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Alabama"	"01"	1	4903185	0.02
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Kentucky"	"21"	7	4467673	0.16
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Mississippi"	"28"	3	2976149	0.10
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Tennessee"	"47"	0	6829174	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"West South Central"	"REGION7"	10	40619450	0.02
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Arkansas"	"05"	2	3017804	0.07
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Louisiana"	"22"	1	4648794	0.02
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Oklahoma"	"40"	2	3956971	0.05
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Texas"	"48"	5	28995881	0.02
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Mountain"	"REGION8"	4	24854998	0.02
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Arizona"	"04"	0	7278717	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Colorado"	"08"	0	5758736	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Idaho"	"16"	1	1787065	0.06
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Montana"	"30"	2	1068778	0.19
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Nevada"	"32"	0	3080156	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"New Mexico"	"35"	1	2096829	0.05
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Utah"	"49"	0	3205958	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Wyoming"	"56"	0	578759	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Pacific"	"REGION9"	49	53492270	0.09
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Alaska"	"02"	0	731545	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"California"	"06"	34	39512223	0.09
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Hawaii"	"15"	1	1415872	0.07
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Oregon"	"41"	0	4217737	0.00
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Washington"	"53"	14	7614893	0.18
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Territories"	"REGION10"	0	Not Available	Not Applicable
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"American Samoa"	"60"	0	Not Available	Not Applicable
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Commonwealth of Northern Mariana Islands"	"69"	0	Not Available	Not Applicable
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Guam"	"66"	0	Not Available	Not Applicable
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"Puerto Rico"	"72"	0	Not Available	Not Applicable
	"Meningococcal disease, Unknown serogroup"	"10154"	"2019"	"2019"	"U.S. Virgin Islands"	"78"	0	Not Available	Not Applicable
	"Mumps"	"10180"	"2019"	"2019"	"United States"	"U.S."	3780	328239523	1.15
	"Mumps"	"10180"	"2019"	"2019"	"New England"	"REGION1"	93	14845063	0.63
	"Mumps"	"10180"	"2019"	"2019"	"Connecticut"	"09"	13	3565287	0.36
	"Mumps"	"10180"	"2019"	"2019"	"Maine"	"23"	5	1344212	0.37
	"Mumps"	"10180"	"2019"	"2019"	"Massachusetts"	"25"	64	6892503	0.93
	"Mumps"	"10180"	"2019"	"2019"	"New Hampshire"	"33"	0	1359711	0.00
	"Mumps"	"10180"	"2019"	"2019"	"Rhode Island"	"44"	9	1059361	0.85
	"Mumps"	"10180"	"2019"	"2019"	"Vermont"	"50"	2	623989	0.32
	"Mumps"	"10180"	"2019"	"2019"	"Middle Atlantic"	"REGION2"	739	41137740	1.80
	"Mumps"	"10180"	"2019"	"2019"	"New Jersey"	"34"	63	8882190	0.71
	"Mumps"	"10180"	"2019"	"2019"	"New York (excluding New York City)"	"36888"	63	11116744	0.57
	"Mumps"	"10180"	"2019"	"2019"	"New York City"	"75772"	143	8336817	1.72
	"Mumps"	"10180"	"2019"	"2019"	"Pennsylvania"	"42"	470	12801989	3.67
	"Mumps"	"10180"	"2019"	"2019"	"East North Central"	"REGION3"	290	46902431	0.62
	"Mumps"	"10180"	"2019"	"2019"	"Illinois"	"17"	89	12671821	0.70
	"Mumps"	"10180"	"2019"	"2019"	"Indiana"	"18"	86	6732219	1.28
	"Mumps"	"10180"	"2019"	"2019"	"Michigan"	"26"	24	9986857	0.24
	"Mumps"	"10180"	"2019"	"2019"	"Ohio"	"39"	65	11689100	0.56
	"Mumps"	"10180"	"2019"	"2019"	"Wisconsin"	"55"	26	5822434	0.45
	"Mumps"	"10180"	"2019"	"2019"	"West North Central"	"REGION4"	298	21426573	1.39
	"Mumps"	"10180"	"2019"	"2019"	"Iowa"	"19"	14	3155070	0.44
	"Mumps"	"10180"	"2019"	"2019"	"Kansas"	"20"	6	2913314	0.21
	"Mumps"	"10180"	"2019"	"2019"	"Minnesota"	"27"	11	5639632	0.20
	"Mumps"	"10180"	"2019"	"2019"	"Missouri"	"29"	156	6137428	2.54
	"Mumps"	"10180"	"2019"	"2019"	"Nebraska"	"31"	83	1934408	4.29
	"Mumps"	"10180"	"2019"	"2019"	"North Dakota"	"38"	16	762062	2.10
	"Mumps"	"10180"	"2019"	"2019"	"South Dakota"	"46"	12	884659	1.36
	"Mumps"	"10180"	"2019"	"2019"	"South Atlantic"	"REGION5"	482	65784817	0.73
	"Mumps"	"10180"	"2019"	"2019"	"Delaware"	"10"	3	973764	0.31
	"Mumps"	"10180"	"2019"	"2019"	"District of Columbia"	"11"	5	705749	0.71
	"Mumps"	"10180"	"2019"	"2019"	"Florida"	"12"	134	21477737	0.62
	"Mumps"	"10180"	"2019"	"2019"	"Georgia"	"13"	48	10617423	0.45
	"Mumps"	"10180"	"2019"	"2019"	"Maryland"	"24"	19	6045680	0.31
	"Mumps"	"10180"	"2019"	"2019"	"North Carolina"	"37"	89	10488084	0.85
	"Mumps"	"10180"	"2019"	"2019"	"South Carolina"	"45"	118	5148714	2.29
	"Mumps"	"10180"	"2019"	"2019"	"Virginia"	"51"	64	8535519	0.75
	"Mumps"	"10180"	"2019"	"2019"	"West Virginia"	"54"	2	1792147	0.11
	"Mumps"	"10180"	"2019"	"2019"	"East South Central"	"REGION6"	100	19176181	0.52
	"Mumps"	"10180"	"2019"	"2019"	"Alabama"	"01"	12	4903185	0.24
	"Mumps"	"10180"	"2019"	"2019"	"Kentucky"	"21"	6	4467673	0.13
	"Mumps"	"10180"	"2019"	"2019"	"Mississippi"	"28"	44	2976149	1.48
	"Mumps"	"10180"	"2019"	"2019"	"Tennessee"	"47"	38	6829174	0.56
	"Mumps"	"10180"	"2019"	"2019"	"West South Central"	"REGION7"	1076	40619450	2.65
	"Mumps"	"10180"	"2019"	"2019"	"Arkansas"	"05"	75	3017804	2.49
	"Mumps"	"10180"	"2019"	"2019"	"Louisiana"	"22"	206	4648794	4.43
	"Mumps"	"10180"	"2019"	"2019"	"Oklahoma"	"40"	12	3956971	0.30
	"Mumps"	"10180"	"2019"	"2019"	"Texas"	"48"	783	28995881	2.70
	"Mumps"	"10180"	"2019"	"2019"	"Mountain"	"REGION8"	258	24854998	1.04
	"Mumps"	"10180"	"2019"	"2019"	"Arizona"	"04"	103	7278717	1.42
	"Mumps"	"10180"	"2019"	"2019"	"Colorado"	"08"	67	5758736	1.16
	"Mumps"	"10180"	"2019"	"2019"	"Idaho"	"16"	1	1787065	0.06
	"Mumps"	"10180"	"2019"	"2019"	"Montana"	"30"	17	1068778	1.59
	"Mumps"	"10180"	"2019"	"2019"	"Nevada"	"32"	1	3080156	0.03
	"Mumps"	"10180"	"2019"	"2019"	"New Mexico"	"35"	43	2096829	2.05
	"Mumps"	"10180"	"2019"	"2019"	"Utah"	"49"	26	3205958	0.81
	"Mumps"	"10180"	"2019"	"2019"	"Wyoming"	"56"	0	578759	0.00
	"Mumps"	"10180"	"2019"	"2019"	"Pacific"	"REGION9"	444	53492270	0.83
	"Mumps"	"10180"	"2019"	"2019"	"Alaska"	"02"	1	731545	0.14
	"Mumps"	"10180"	"2019"	"2019"	"California"	"06"	354	39512223	0.90
	"Mumps"	"10180"	"2019"	"2019"	"Hawaii"	"15"	3	1415872	0.21
	"Mumps"	"10180"	"2019"	"2019"	"Oregon"	"41"	31	4217737	0.73
	"Mumps"	"10180"	"2019"	"2019"	"Washington"	"53"	55	7614893	0.72
	"Mumps"	"10180"	"2019"	"2019"	"Territories"	"REGION10"	4	Not Available	Not Applicable
	"Mumps"	"10180"	"2019"	"2019"	"American Samoa"	"60"	0	Not Available	Not Applicable
	"Mumps"	"10180"	"2019"	"2019"	"Commonwealth of Northern Mariana Islands"	"69"	0	Not Available	Not Applicable
	"Mumps"	"10180"	"2019"	"2019"	"Guam"	"66"	1	Not Available	Not Applicable
	"Mumps"	"10180"	"2019"	"2019"	"Puerto Rico"	"72"	3	Not Available	Not Applicable
	"Mumps"	"10180"	"2019"	"2019"	"U.S. Virgin Islands"	"78"	0	Not Available	Not Applicable
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"United States"	"U.S."	1	328239523	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"New England"	"REGION1"	0	14845063	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Connecticut"	"09"	0	3565287	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Maine"	"23"	0	1344212	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Massachusetts"	"25"	0	6892503	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"New Hampshire"	"33"	0	1359711	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Rhode Island"	"44"	0	1059361	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Vermont"	"50"	0	623989	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Middle Atlantic"	"REGION2"	0	41137740	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"New Jersey"	"34"	0	8882190	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"New York (excluding New York City)"	"36888"	0	11116744	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"New York City"	"75772"	0	8336817	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Pennsylvania"	"42"	0	12801989	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"East North Central"	"REGION3"	1	46902431	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Illinois"	"17"	0	12671821	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Indiana"	"18"	0	6732219	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Michigan"	"26"	1	9986857	0.01
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Ohio"	"39"	0	11689100	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"Wisconsin"	"55"	0	5822434	0.00
	"Novel Influenza A virus infections"	"11062"	"2019"	"2019"	"West North Central"	"REGION4"	0	21426573	0.00
